Nub_ID,Color,Number,Colony,Nutrient Level,Tank Level,Assignment,Species,Partial mortality,Blastate Vol (mL),Corrected SA,BW_initial,BW_final,dry.w_intial,dry.w_final,Growth.day,percent.growth ,growth.SA,growth.protein,Total Protein per mL,Total Protein (mg),Protein.SA,Chl.a per ml,Total Chl.a,Chl.a.cm2,Chl.c.per ml,Total Chl.c,Chl.c.cm2,Total chl,Mean VL3,Median VL3,Zoox/uL,Zoox/mL,Total Zoox,Zoox.cm2,
G138_Por2_CH_N1.T3,G,138,2,N1,T3,CH,POR,0,15,3.82183996,3.423,3.498,5.265493174,5.380857979,3.393082493,2.190959155,0.887813861,0.803603305,0.281489011,4.222335165,1.104791202,3.045021,45.675315,11.9511323,10.75601907,161.3402861,42.21534333,54.16647563,116257.7969,87035,303.46939,303469.39,4552040.85,1.19E+06,
G139_Por2_TP_N0.T2,G,139,2,N0,T2,TP,POR,0,15,6.4930992,3.507,3.657,5.394707723,5.62544277,6.786324932,4.277062995,1.045159595,0.95329784,0.474585846,7.118787692,1.096362072,3.5048985,52.5734775,8.096823394,7.287141054,109.3071158,16.83435174,24.93117513,141631.2969,108386,794.89796,794897.96,11923469.4,1.84E+06,
G140_Por2_CH_N2.T1,G,140,2,N2,T1,CH,POR,0,15,7.692862841,3.808,3.945,5.85772652,6.068463937,6.198159325,3.597597401,0.805702565,0.778938013,0.530479467,7.957192,1.034360311,7.22333325,108.3499988,14.08448337,12.67603503,190.1405255,24.71648454,38.80096791,99573.375,70473,1096.53061,1096530.61,16447959.15,2.14E+06,
G141_Por3_CH_N0.T2,G,141,3,N0,T2,CH,POR,0,15,6.89709855,3.151,3.417,4.847084246,5.25625872,12.03454335,8.441662099,1.744870435,0.946208389,0.847913524,12.71870286,1.844065699,2.37742725,35.66140875,5.170494302,4.653444871,69.80167307,10.12044015,15.29093445,163400.9375,104939,416.12245,416122.45,6241836.75,9.05E+05,
G142_Por3_CH_N2.T2,G,142,3,N2,T2,CH,POR,0,15,12.8871089,3.872,4.106,5.956175574,6.316125139,10.58675191,6.043300111,0.821499376,1.299706102,0.543033121,8.145496813,0.632065491,5.5258995,82.8884925,6.431891991,5.788702792,86.83054188,6.737782894,13.16967488,133277.5469,84190,517.2,517200,7758000,6.02E+05,
G143_Por3_CH_N1.T2,G,143,3,N1,T2,CH,POR,0,15,8.33585221,3.755,4.065,5.776198471,6.253056121,14.02522501,8.255562076,1.682518434,1.141646209,0.819005917,12.28508876,1.473765183,8.463516,126.95274,15.22972538,13.70675285,205.6012927,24.66469984,39.89442522,131812.6406,75903.5,707.6,707600,10614000,1.27E+06,
G144_Por3_CH_N2.T3,G,144,3,N2,T3,CH,POR,0,15,8.73393804,4.499,4.851,6.920670288,7.462133982,15.92540275,7.82386201,1.823393145,1.290485082,0.822708864,12.34063297,1.412951742,12.18117525,182.7176288,20.92041733,18.8283756,282.425634,32.33657403,53.25699136,138880.5469,83666,629.8,629800,9447000,1.08E+06,
G145_Por3_CH_N1.T3,G,145,3,N1,T3,CH,POR,0,15,8.968722181,3.796,4.166,5.839267441,6.408420338,16.73979108,9.746991425,1.866463331,1.674880967,0.666307692,9.994615385,1.11438566,8.2243425,123.3651375,13.75504057,12.37953652,185.6930478,20.70451554,34.45955611,110075.5313,70493,667,667000,10005000,1.12E+06,
G146_Por3_CH_N1.T1,G,146,3,N1,T1,CH,POR,1,15,10.9921265,5.516,5.815,8.485089048,8.94502379,13.52749241,5.420505778,1.230652906,1.700951414,0.530193173,7.9528976,0.723508559,10.520064,157.80096,14.35581733,12.92023559,193.8035339,17.63112297,31.98694029,87320.24219,61433,1980.40816,1980408.16,29706122.4,2.70E+06,
G147_Por3_CH_N4.T3,G,147,3,N4,T3,CH,POR,0,15,9.230753243,4.262,4.636,6.556100572,7.131406151,16.92075231,8.775118262,1.833084675,1.351846418,0.834451413,12.5167712,1.355985895,13.444971,201.674565,21.84811572,19.66330414,294.9495622,31.95292458,53.80104029,100492.1953,64881,1316.12245,1316122.45,19741836.75,2.14E+06,
G148_Por3_CH_N3.T1,G,148,3,N3,T1,CH,POR,0,15,8.819569176,5.923,6.385,9.111164611,9.821837964,20.90215744,7.800027586,2.369974885,1.909741226,0.729668053,10.9450208,1.240992681,,,,,,,,118154.7031,74437,1583.67347,1583673.47,23755102.05,2.69E+06,
G149_Por3_CH_N2.T1,G,149,3,N2,T1,CH,POR,0,15,6.781910948,5.105,5.509,7.852861009,8.474313772,18.27802242,7.91371147,2.695113894,1.214722805,1.003138184,15.04707276,2.218706921,10.2405975,153.6089625,22.6498053,20.38482477,305.7723715,45.08646219,67.73626748,127519.8828,75657,1525.10204,1525102.04,22876530.6,3.37E+06,
G150_Por3_TP_N0.T3,G,150,3,N0,T3,TP,POR,0,15,6.8482032,4.171,4.418,6.416118175,6.796064167,11.17488209,5.921742411,1.63179768,1.146871045,0.649586667,9.7438,1.422825771,3.8500005,57.7500075,8.432870026,7.589583024,113.8437454,16.62388542,25.05675545,144218.5,107521,781.02041,781020.41,11715306.15,1.71E+06,
G151_Por3_CH_N0.T1,G,151,3,N0,T1,CH,POR,0,15,8.59950398,3.584,3.945,5.513154352,6.068463724,16.33262859,10.07244377,1.899252402,1.76798379,0.615866453,9.2379968,1.074247633,5.319516,79.79274,9.27876075,8.350884675,125.2632701,14.56633666,23.84509741,109729.2813,71495,761.42857,761428.57,11421428.55,1.33E+06,
G152_Por3_CH_N3.T2,G,152,3,N3,T2,CH,POR,0,15,8.987709082,3.331,3.561,5.123972503,5.477769157,10.40578393,6.904733647,1.157779344,1.007961458,0.688239538,10.32359308,1.148634539,8.6663205,129.9948075,14.46361985,13.01725787,195.258868,21.72509882,36.18871867,136768.3594,80230,565.8,565800,8487000,9.44E+05,
G153_Por3_CH_N4.T2,G,153,3,N4,T2,CH,POR,0,15,10.99292858,4.08,4.223,6.276135334,6.496101654,6.469597662,3.504805247,0.588523578,0.418324924,1.031032306,15.46548459,1.406857552,10.47847725,157.1771588,14.29802419,12.86822177,193.0233266,17.55886297,31.85688717,118064.9688,71093.5,841.2,841200,12618000,1.15E+06,
G154_Por3_CH_N4.T1,G,154,3,N4,T1,CH,POR,0,15,8.801979783,4.589,4.895,7.05911424,7.52981736,13.84420941,6.668019582,1.572851762,1.961925031,0.47042944,7.0564416,0.801688004,11.6070855,174.1062825,19.78035474,17.80231926,267.0347889,30.33803707,50.1183918,114512.5156,71138.5,1096.8,1096800,16452000,1.87E+06,
G155_Por3_TP_N4.T2,G,155,3,N4,T2,TP,POR,0,15,8.3115276,4.257,4.513,6.548409239,6.942199301,11.58206063,6.013522477,1.393493614,1.26402738,0.610854945,9.162824176,1.1024236,10.23027975,153.4541963,18.46281498,16.61653348,249.2480022,29.9882301,48.45104508,99318.49219,63719,1396.6,1396600,20949000,2.52E+06,
G156_Por3_CH_N0.T3,G,156,3,N0,T3,CH,POR,0,16,14.57298092,6.224,6.699,9.574183468,10.30485128,21.49022968,7.631646203,1.474662583,2.113730781,0.635435396,10.16696633,0.697658659,6.8040075,108.86412,7.470271224,6.723244101,107.5719056,7.381599292,14.85187052,136646.8594,97208,651.22449,651224.49,10419591.84,7.15E+05,
G157_Por3_CH_T0,G,157,3,T0,T0,T0,POR,0,15,9.289662917,,,,,,,0,,0.613146667,9.1972,0.990046688,7.4281965,111.4229475,11.99429393,10.79486453,161.922968,17.43044602,29.42473994,104805.6953,70938,1074.4898,1074489.8,16117347,1.73E+06,
G158_Por3_CH_T0,G,158,3,T0,T0,T0,POR,0,15,8.790526307,,,,,,,0,,0.767959787,11.5193968,1.310433118,8.009817,120.147255,13.66781132,12.30103019,184.5154529,20.99026229,34.65807361,122945.8672,77444,756.6,756600,11349000,1.29E+06,
G159_Por3_CH_N3.T3,G,159,3,N3,T3,CH,POR,0,15,6.618713445,2.722,2.94,4.187166818,4.522505783,9.862910725,8.008731899,1.490155271,1.69603137,0.387685861,5.815287912,0.878613036,5.717835,85.767525,12.95833786,11.66250407,174.9375611,26.43075011,39.38908796,124626.3516,79087,484.4,484400,7266000,1.10E+06,
G160_Por3_TP_N3.T2,G,160,3,N3,T2,TP,POR,0,15,9.6757188,4.419,4.794,6.797608762,7.374452754,16.96599976,8.485983999,1.753461434,1.397283311,0.809475531,12.14213297,1.254907591,10.273758,154.10637,15.92712368,14.33441131,215.0161697,22.22224251,38.14936619,100775.5,67925.5,1055.2,1055200,15828000,1.64E+06,
G161_Por4_CH_N2.T2,G,161,4,N2,T2,CH,POR,0,15,13.56774206,4.426,4.617,6.808376881,7.102179609,8.64125672,4.315312352,0.636897185,0.666034269,0.864946157,12.97419235,0.956252875,10.1740695,152.6110425,11.24807959,10.12327163,151.8490744,11.19191931,22.4399989,213481.9844,91616.5,338.4,338400,5076000,3.74E+05,
G162_Por4_CH_N0.T3,G,162,4,N0,T3,CH,POR,0,16.5,12.30655783,5.336,5.564,8.208201322,8.558918166,10.31520127,4.272761222,0.838187364,0.860344654,0.726643341,11.98961512,0.974246031,4.728519,78.0205635,6.339755159,5.705779643,94.14536412,7.650015984,13.98977114,162068.2031,101148,231.6,231600,3821400,3.11E+05,
G163_Por4_CH_N4.T1,G,163,4,N4,T1,CH,POR,0,15,9.120822671,4.462,4.7,6.863754551,7.229855316,10.76766956,5.333826584,1.180559029,1.198025329,0.599189867,8.987848,0.985420759,12.17450625,182.6175938,20.02205287,18.01984758,270.2977138,29.63523396,49.65728683,148797.5156,86426,795.71429,795714.29,11935714.35,1.31E+06,
G164_Por4_CH_T0,G,164,4,T0,T0,T0,POR,0,15,9.057510732,,,,,0,,0,,0.704317288,10.56475931,1.166408699,6.3155325,94.7329875,10.4590533,9.413147968,141.1972195,15.58896519,26.04801849,120914.6719,86637.5,793.87755,793877.55,11908163.25,1.31E+06,
G165_Por4_TP_N0.T1,G,165,4,N0,T1,TP,POR,0,15,8.9625516,4.384,4.829,6.743769619,7.428291919,20.13300881,10.15044016,2.246347882,2.247516833,0.597192674,8.95789011,0.999479893,2.9281815,43.9227225,4.900693961,4.410624565,66.15936847,7.381755936,12.2824499,154189.375,115825,654.89796,654897.96,9823469.4,1.10E+06,
G166_Por4_CH_N2.T3,G,166,4,N2,T3,CH,POR,0,24,12.95928197,5.849,6.198,8.997333121,9.534179843,15.78960947,5.966731639,1.218401568,0.956147732,0.688074,16.513776,1.274281711,7.62843075,183.082338,14.12750633,12.7147557,305.1541367,23.54714849,37.67465482,154065.3906,78313.5,400.4,400400,9609600,7.42E+05,
G167_Por4_CH_N3.T3,G,167,4,N3,T3,CH,POR,0,19.9,13.03694385,5.374,5.629,8.266655443,8.658907433,11.53682325,4.744990199,0.884933109,0.725081192,0.799551648,15.9110778,1.220460714,10.746345,213.8522655,16.40355807,14.76320226,293.787725,22.53501499,38.93857306,188956.75,90009,321.22449,321224.49,6392367.351,4.90E+05,
G168_Por4_CH_N1.T1,G,168,4,N1,T1,CH,POR,0,15,7.184122408,4.203,4.397,6.465342896,6.763760929,8.777000982,4.615656713,1.221722081,1.108561486,0.527831253,7.9174688,1.102078772,6.72931725,100.9397588,14.05039516,12.64535565,189.6803347,26.40271476,40.45310992,99148.92188,67046,667.8,667800,10017000,1.39E+06,
G169_Por4_CH_N0.T1,G,169,4,N0,T1,CH,POR,0,15,12.04989113,4.82,5.175,7.414454729,7.960532262,16.06110392,7.365039686,1.332883737,1.771532403,0.60441472,9.0662208,0.752390267,6.098106,91.47159,7.591071903,6.831964713,102.4794707,8.504597227,16.09566913,123994.2891,89978,773.6,773600,11604000,9.63E+05,
G170_Por4_TP_N3.T3,G,170,4,N3,T3,TP,POR,0,15,6.1039644,3.349,3.628,5.151661597,5.580833332,12.62269807,8.330743901,2.067950801,1.336754028,0.629519857,9.442797857,1.546994255,6.794763,101.921445,16.69758182,15.02782364,225.4173546,36.92966404,53.62724586,121768.4609,83631,801.83673,801836.73,12027550.95,1.97E+06,
G171_Por4_TP_N4.T1,G,171,4,N4,T1,TP,POR,0,15,8.502396,4.149,4.396,6.382276462,6.762222087,11.17487132,5.953136425,1.31432026,0.823235059,0.904955897,13.57433846,1.596530962,10.89915975,163.4873963,19.22839118,17.30555206,259.5832809,30.53060348,49.75899466,113400.7969,74432,878.16327,878163.27,13172449.05,1.55E+06,
G172_Por4_CH_T0,G,172,4,T0,T0,T0,POR,0,15,8.404698753,,,,,,,0,,0.4828832,7.243248,0.861809354,6.40601625,96.09024375,11.43291944,10.28962749,154.3444124,18.36406241,29.79698185,131141.8125,87766,790.6,790600,11859000,1.41E+06,
G173_Por4_CH_N2.T1,G,173,4,N2,T1,CH,POR,0,15,6.007800586,2.789,2.942,4.290231153,4.525581978,6.922083092,5.485737639,1.152182566,0.778435833,0.59281984,8.8922976,1.480125293,7.46391375,111.9587063,18.63555633,16.7720007,251.5800105,41.87555943,60.51111576,112441.6328,76427,820.6,820600,12309000,2.05E+06,
G174_Por4_CH_N4.T3,G,174,4,N4,T3,CH,POR,0,15,6.007800586,2.831,2.935,4.35483845,4.514813859,4.70515911,3.673509628,0.783174981,0.699236675,0.448599573,6.7289936,1.120042768,5.21836575,78.27548625,13.02897543,11.72607789,175.8911684,29.2771316,42.30610703,94993.92969,66259,694.6,694600,10419000,1.73E+06,
G175_Por4_CH_N1.T3,G,175,4,N1,T3,CH,POR,0,15,7.607230491,3.381,3.517,5.200886214,5.410085052,6.152907008,4.022369067,0.808823529,0.595958165,0.688292945,10.32439418,1.357181722,5.3734665,80.6019975,10.59544569,9.535901119,143.0385168,18.80296869,29.39841438,146237.9063,84830,340,340000,5100000,6.70E+05,
G176_Por4_CH_N4.T2,G,176,4,N4,T2,CH,POR,0,16.5,8.314688521,4.583,4.783,7.04988506,7.357531189,9.048415576,4.363846034,1.088244683,0.53274438,1.029365758,16.98453501,2.042714525,8.4956205,140.1777383,16.85904865,15.17314378,250.3568724,30.11019255,46.9692412,152278.5469,81407,411.83673,411836.73,6795306.045,8.17E+05,
G177_Por4_CH_N0.T2,G,177,4,N0,T2,CH,POR,0,15,10.63277548,5.4,5.642,8.306650443,8.678902913,10.94860205,4.481378775,1.029703117,0.487568931,1.497033049,22.45549573,2.111912904,,,,,,,,349962.5938,135467,280.4,280400,4206000,3.96E+05,
G178_Por4_CH_N3.T1,G,178,4,N3,T1,CH,POR,0,15,7.646223547,4.289,4.449,6.597634107,6.843752296,7.238770277,3.730400708,0.946711829,1.134431684,0.425397749,6.38096624,0.834525201,5.34513675,80.17705125,10.48583667,9.437253003,141.558795,18.51355694,28.99939361,107497.7734,74607.5,806.4,806400,12096000,1.58E+06,
G179_Por4_CH_N1.T2,G,179,4,N1,T2,CH,POR,0,15,10.40490083,4.601,4.899,7.077573923,7.535970956,13.48226567,6.476753728,1.295761093,0.86572224,1.038228741,15.57343112,1.496739986,8.77484325,131.6226488,12.65006278,11.38505651,170.7758476,16.41302021,29.063083,148720.7031,78035,685.4,685400,10281000,9.88E+05,
G180_Por4_CH_N3.T2,G,180,4,N3,T2,CH,POR,0,16,10.88246706,4,4.147,6.153074482,6.379194382,6.650585271,3.674909183,0.611128454,0.500888962,0.829847753,13.27756405,1.220087686,4.912479,78.599664,7.222596084,6.500336475,104.0053836,9.557151241,16.77974732,225787.3906,83911,208,208000,3328000,3.06E+05,
G181_Por5_CH_N2.T3,G,181,5,N2,T3,CH,POR,0,15,4.409387713,3.046,3.145,4.685565916,4.837850211,4.478949861,3.250072628,1.01577592,0.791136306,0.377427575,5.661413626,1.283945526,4.80088425,72.01326375,16.33180578,14.69862521,220.4793781,50.00226617,66.33407196,133277.0625,78145,445.8,445800,6687000,1.52E+06,
G182_Por5_TP_N0.T1,G,182,5,N0,T1,TP,POR,0,15,5.964882,3.467,3.68,5.333177032,5.660822999,9.636646064,6.143541911,1.615563571,1.794259514,0.358054711,5.370820659,0.900406858,3.9677595,59.5163925,9.977798806,8.980018926,134.7002839,22.58222105,32.56001986,104501.1172,74199.5,880.81633,880816.33,13212244.95,2.22E+06,
G183_Por5_TP_N3.T2,G,183,5,N3,T2,TP,POR,0,15,5.5979412,4.324,4.52,6.651473159,6.952967553,8.867482167,4.532746152,1.584061327,0.872688939,0.677406864,10.16110297,1.81515,7.7993655,116.9904825,20.8988409,18.80895681,282.1343521,50.39966339,71.29850428,102849.5156,65772,1288.97959,1288979.59,19334693.85,3.45E+06,
G184_Por5_CH_T0,G,184,5,T0,T0,T0,POR,0,15,5.621255386,,,,,,,0,,0.322201067,4.833016,0.859775205,3.7614495,56.4217425,10.03721386,9.033492478,135.5023872,24.10536043,34.1425743,100884.0938,69031,638.57143,638571.43,9578571.45,1.70E+06,
G185_Por5_CH_N2.T2,G,185,5,N2,T2,CH,POR,0,15,9.295124214,3.347,3.483,5.148584758,5.357784617,6.152937025,4.06324978,0.661953179,0.552196965,0.742843275,11.14264912,1.198762799,5.424504,81.36756,8.75378942,7.878410478,118.1761572,12.71377923,21.46756865,118600.125,77545.5,647.34694,647346.94,9710204.1,1.04E+06,
G186_Por5_CH_N4.T2,G,186,5,N4,T2,CH,POR,0,15,6.178350307,3.349,3.502,5.151661298,5.38701129,6.922058576,4.568429056,1.120373276,0.528041265,0.873928994,13.10893491,2.121753261,8.5719405,128.5791075,20.81123619,18.73011257,280.9516886,45.47357703,66.28481322,105511.6172,64701,806.8,806800,12102000,1.96E+06,
G187_Por5_CH_N1.T2,G,187,5,N1,T2,CH,POR,2,15,6.521722393,5.309,5.349,8.166667624,8.228191191,1.809516675,0.753349711,0.277459936,0.27019571,0.446470615,6.697059231,1.026885051,4.50207375,67.53110625,10.3547962,9.31931658,139.7897487,21.43448315,31.78927935,118268.1016,71448,489.59184,489591.84,7343877.6,1.13E+06,
G188_Por5_CH_N0.T3,G,188,5,N0,T3,CH,POR,0,15,8.680752771,5.528,5.929,8.503548,9.120385658,18.14228407,7.253885771,2.089943643,3.214033538,0.376313934,5.644709011,0.650255705,3.6979095,55.4686425,6.389842444,5.750858199,86.26287299,9.937257202,16.32709965,139979.8906,97358,462.8,462800,6942000,8.00E+05,
G189_Por5_CH_N4.T3,G,189,5,N4,T3,CH,POR,0,15,4.049941815,3.132,3.238,4.817857025,4.980908782,4.795639916,3.38432121,1.184125633,1.163342865,0.27481952,4.1222928,1.017864698,4.2641145,63.9617175,15.79324356,14.21391921,213.2087881,52.64490155,68.43814512,89332.32813,60636.5,547.7551,547755.1,8216326.5,2.03E+06,
G190_Por5_CH_N0.T2,G,190,5,N0,T2,CH,POR,1,15,4.929541305,2.719,2.805,4.182552145,4.314839205,3.890795877,3.162831096,0.789281525,0.557396331,0.465353604,6.980304066,1.416014926,2.6333265,39.4998975,8.012895126,7.211605614,108.1740842,21.94404662,29.95694174,113917.5859,74416,412.04082,412040.82,6180612.3,1.25E+06,
G191_Por5_CH_N3.T1,G,191,5,N3,T1,CH,POR,0,15,4.523165951,2.806,2.94,4.316381572,4.522506507,6.062498085,4.775410409,1.340321835,0.848174954,0.476513173,7.1476976,1.580242175,4.2944745,64.4171175,14.2415994,12.81743946,192.2615919,42.5059779,56.7475773,94994.4375,61463,627.95918,627959.18,9419387.7,2.08E+06,
G192_Por5_CH_N2.T1,G,192,5,N2,T1,CH,POR,0,15,4.122757508,2.837,2.911,4.364067816,4.477895696,3.347878808,2.608297677,0.812048441,0.659875278,0.338233493,5.0735024,1.230608977,2.51738475,37.76077125,9.159105569,8.243195012,123.6479252,29.99155903,39.1506646,96725.72656,62644.5,598.36735,598367.35,8975510.25,2.18E+06,
G193_Por5_CH_N1.T1,G,193,5,N1,T1,CH,POR,0,15,5.02855406,3.542,3.775,5.448547159,5.806958607,10.54151317,6.578110411,2.096330883,1.431174408,0.49104256,7.3656384,1.464762696,6.0609075,90.9136125,18.07947402,16.27152662,244.0728993,48.53739194,66.61686596,87783.39063,58468,690.625,690625,10359375,2.06E+06,
G194_Por5_CH_N1.T3,G,194,5,N1,T3,CH,POR,0,15,6.650434754,3.838,4.02,5.903874611,6.183833355,8.234080712,4.741949358,1.238126681,1.141322066,0.480967407,7.214511099,1.084817965,3.884421,58.266315,8.761279098,7.885151188,118.2772678,17.7848926,26.5461717,129682.5938,81947,379.79592,379795.92,5696938.8,8.57E+05,
G195_Por5_CH_N3.T2,G,195,5,N3,T2,CH,POR,1,15,8.821798836,3.716,3.751,5.716205833,5.770039935,1.583355937,0.941780325,0.179482208,0.219743626,0.480364615,7.205469231,0.816780043,5.04672975,75.70094625,8.581123607,7.723011246,115.8451687,13.13169466,21.71281827,164388.1563,88357.5,405.30612,405306.12,6079591.8,6.89E+05,
G196_Por5_CH_N3.T3,G,196,5,N3,T3,CH,POR,1,15,8.926716495,4.331,4.4,6.662241002,6.768376002,3.121617635,1.593082561,0.349693825,0.666616193,0.312185399,4.682780989,0.524580454,2.754453,41.316795,4.628442611,4.16559835,62.48397524,6.999659424,11.62810204,156761.5156,93197,359.6,359600,5394000,6.04E+05,
G197_Por5_CH_N4.T1,G,197,5,N4,T1,CH,POR,0,15,5.393347621,2.937,3.068,4.517894667,4.719403427,5.926728239,4.460235906,1.098896021,0.914457557,0.432076057,6.481140861,1.201691661,6.13835475,92.07532125,17.07201681,15.36481513,230.4722269,42.73268536,59.80470217,115230.6172,63621.5,682.4,682400,10236000,1.90E+06,
G198_Por5_CH_T0,G,198,5,T0,T0,T0,POR,1,15,8.523513425,,,,,,,0,,0.690793714,10.3619057,1.215684799,5.8158645,87.2379675,10.23497743,9.211479684,138.1721953,16.21070894,26.44568636,100473.625,70194.5,944.08163,944081.63,14161224.45,1.66E+06,
G199_Por5_TP_N4.T3,G,199,5,N4,T3,TP,POR,0,15,9.7186272,6.854,7.132,10.54329254,10.97092076,12.57730059,4.055926726,1.294143744,1.395110551,0.60101811,9.015271648,0.927628096,18.30535473,274.580321,28.25299452,25.42769506,381.415426,39.24581303,67.49880754,104545.5078,64492.5,2626.53061,2626530.61,39397959.15,4.05E+06,
G200_Por5_CH_N0.T1,G,200,5,N0,T1,CH,POR,0,15,12.07600016,8.187,8.989,12.59380124,13.82748313,36.2847617,9.79594544,3.004700334,3.188557336,0.758645324,11.37967986,0.942338499,10.62154275,159.3231413,13.19337026,11.87403323,178.1104984,14.74913019,27.94250044,111271.9766,69733.5,1328.4,1328400,19926000,1.65E+06,
R101_Por6_CH_N0.T2,R,101,6,N0,T2,CH,POR,0,15,5.455536924,3.355,3.516,5.160890948,5.408547164,7.284006351,4.798710502,1.335158473,0.635349455,0.764304462,11.46456692,2.101455289,4.99935675,74.99035125,13.74573251,12.37115926,185.5673889,34.01450516,47.76023767,163106.7188,102632,693.67347,693673.47,10405102.05,1.91E+06,
R102_Por6_TP_N3.T3,R,102,6,N3,T3,TP,POR,0,15,5.2753884,3.499,3.607,5.382401637,5.548529749,4.886120946,3.086505307,0.926210655,0.511225491,0.637177531,9.557662967,1.811745836,9.96031275,149.4046913,28.32107893,25.48897103,382.3345655,72.47514999,100.7962289,115649.6328,72309,1287.7551,1287755.1,19316326.5,3.66E+06,
R103_Por6_CH_N2.T2,R,103,6,N2,T2,CH,POR,0,15,8.754505074,3.848,4.018,5.919257388,6.180757625,7.691183437,4.417787903,0.878540063,0.582422605,0.880366864,13.20550296,1.508423703,9.502251,142.533765,16.28119052,14.65307147,219.796072,25.10662455,41.38781506,,,712.4,712400,10686000,1.22E+06,
R104_Por6_CH_N3.T3,R,104,6,N3,T3,CH,POR,0,17.9,11.8121862,5.619,5.657,8.643524326,8.701985207,1.719437677,0.676354677,0.145564728,0.146591158,0.655278066,11.72947738,0.992998009,12.3665085,221.3605022,18.74001124,16.86601011,301.901581,25.55848476,44.29849599,165684.0156,72322,414.6,414600,7421340,6.28E+05,
R105_Por6_CH_N1.T1,R,105,6,N1,T1,CH,POR,0,15,7.574507087,3.727,3.919,5.733126902,6.028469172,8.686537349,5.151504143,1.146812228,0.785188609,0.737532974,11.06299462,1.460556375,9.4479375,141.7190625,18.71000461,16.83900415,252.5850622,33.34673257,52.05673718,108951.8203,70639.5,1318.4,1318400,19776000,2.61E+06,
R106_Por6_CH_N3.T2,R,106,6,N3,T2,CH,POR,0,15,10.72592094,5.442,5.727,8.371258,8.809655703,12.8940501,5.23693934,1.202139208,0.922101644,0.932221893,13.9833284,1.303694898,13.4476395,201.7145925,18.80627255,16.92564529,253.8846794,23.67019865,42.4764712,169019.4844,72659,560.61224,560612.24,8409183.6,7.84E+05,
R107_Por6_CH_T0,R,107,6,T0,T0,T0,POR,0,15,8.443358201,,,,,,,0,,0.506134575,7.592018626,0.899170501,4.0715415,61.0731225,7.2332739,6.50994651,97.64919765,11.56520845,18.79848235,93871.07031,63431,685.2,685200,10278000,1.22E+06,
R108_Por6_TP_N0.T2,R,108,6,N0,T2,TP,POR,1,15,5.4854916,5.088,5.305,7.826710353,8.160507026,9.817549207,4.26483999,1.789730059,0.953083529,0.686721846,10.30082769,1.877831276,4.79164125,71.87461875,13.10267593,11.79240834,176.8861251,32.24617554,45.34885147,137559.6094,100194,963.87755,963877.55,14458163.25,2.64E+06,
R109_Por6_CH_N2.T1,R,109,6,N2,T1,CH,POR,0,15,5.264588021,4.882,4.96,7.509826996,7.629805102,3.528767832,1.597614784,0.670283756,0.352956594,0.66651592,9.997738795,1.899054352,9.4107585,141.1613775,26.81337589,24.1320383,361.9805745,68.75762605,95.57100194,94450.53906,62744,1189.8,1189800,17847000,3.39E+06,
R110_Por6_TP_N4.T1,R,110,6,N4,T1,TP,POR,0,15,7.6057584,5.383,5.565,8.280499445,8.560456304,8.234025256,3.380917547,1.082604104,0.696474255,0.788162682,11.82244024,1.554406492,9.69099,145.36485,19.11247273,17.20122546,258.0183818,33.92408334,53.03655607,111096.75,67340,1454.89796,1454897.96,21823469.4,2.87E+06,
R111_Por6_CH_N1.T3,R,111,6,N1,T3,CH,POR,0,15,5.027976522,3.652,3.819,5.617756676,5.874612715,7.554589378,4.572217233,1.50251087,0.935450233,0.538392396,8.075885934,1.606190064,6.0832515,91.2487725,18.14820974,16.33338877,245.0008315,48.72752099,66.87573073,117718.9453,76089.5,669.38776,669387.76,10040816.4,2.00E+06,
R112_Por6_CH_N4.T2,R,112,6,N4,T2,CH,POR,0,15,7.077078465,3.425,3.632,5.26857,5.586985897,9.365173454,6.043687327,1.323310671,1.052764946,0.593052513,8.895787692,1.256985879,7.8650115,117.9751725,16.67003879,15.00303491,225.0455236,31.79921273,48.46925152,105505.5391,67260,871.22449,871224.49,13068367.35,1.85E+06,
R113_Por6_CH_N0.T3,R,113,6,N0,T3,CH,POR,1,15,6.408334919,2.92,3.107,4.491744176,4.779395844,8.460343156,6.404008243,1.320209269,1.371338505,0.411293692,6.169405385,0.962715817,2.15271,32.29065,5.038851809,4.534966628,68.02449942,10.61500378,15.65385559,153801.6875,107985,536.6,536600,8049000,1.26E+06,
R114_Por6_CH_T0,R,114,6,T0,T0,T0,POR,0,15,6.647485972,,,,,,,0,,0.471044616,7.065669237,1.062908484,3.5766675,53.6500125,8.070722184,7.263649965,108.9547495,16.39036922,24.46109141,119019.0156,81664.5,682.04082,682040.82,10230612.3,1.54E+06,
R115_Por6_CH_N2.T3,R,115,6,N2,T3,CH,POR,0,15,5.874383298,3.157,3.259,4.856313714,5.013212667,4.614675079,3.230824076,0.78555907,0.770793238,0.399127795,5.986916923,1.019156671,5.66419725,84.96295875,14.46329843,13.01696859,195.2545289,33.23830247,47.7016009,128076.1094,80747,624.2,624200,9363000,1.59E+06,
R116_Por6_CH_N1.T2,R,116,6,N1,T2,CH,POR,0,15,8.545414529,5.3,5.508,8.152827267,8.472775674,9.410247268,3.924385942,1.101204305,0.913305893,0.6869,10.3035,1.20573437,10.0500225,150.7503375,17.64107955,15.87697159,238.1545739,27.86928277,45.51036232,190301.5781,88388,596.8,596800,8952000,1.05E+06,
